BEGIN: 2016-04-27 04:29:52 -0300
ongraphs,01110,0,0.915828096,25,200
ongraphs,01110,1,8.621684795,1,200
ongraphs,01110,2,163.561380959,,timeout
ongraphs,01110,3,120.119013173,,timeout
ongraphs,01110,4,120.085933038,,timeout
ongraphs,01110,5,120.022841684,,timeout
ongraphs,01110,6,120.060424551,,timeout
ongraphs,01110,7,120.06317528,,timeout
ongraphs,01110,8,120.063264563,,timeout
ongraphs,01110,9,120.072478454,,timeout
ongraphs,01110,10,120.119718991,,timeout
ongraphs,01110,11,120.034845647,,timeout
END: 2016-04-27 04:50:46 -0300
