BEGIN: 2016-04-27 06:45:15 -0300
ongraphs,00111,0,0.749952241,1,200
ongraphs,00111,1,0.118118318,1,200
ongraphs,00111,2,0.086956735,11,200
ongraphs,00111,3,0.105769689,1,200
ongraphs,00111,4,0.071715012,1,200
ongraphs,00111,5,0.081537336,1,200
ongraphs,00111,6,29.330437273,277,200
ongraphs,00111,7,0.0638638,1,200
ongraphs,00111,8,0.075249418,1,200
ongraphs,00111,9,0.042802743,2,200
ongraphs,00111,10,0.073883646,1,200
ongraphs,00111,11,0.063268383,1,200
ongraphs,00111,12,0.057165596,1,200
ongraphs,00111,13,0.088832563,7,200
ongraphs,00111,14,0.144076736,1,200
ongraphs,00111,15,7.636960129,1688,200
ongraphs,00111,16,0.051554367,1,200
ongraphs,00111,17,0.124197428,2,200
ongraphs,00111,18,0.039390511,1,200
ongraphs,00111,19,0.066711204,1,200
ongraphs,00111,20,0.041163905,1,200
ongraphs,00111,21,0.053161163,1,200
ongraphs,00111,22,0.068906388,1,200
ongraphs,00111,23,0.110039365,2,200
ongraphs,00111,24,0.063991405,1,200
ongraphs,00111,25,0.068532557,1,200
ongraphs,00111,26,0.082601877,1,200
ongraphs,00111,27,0.036552862,1,200
ongraphs,00111,28,0.100586779,2,200
ongraphs,00111,29,0.047318858,1,200
ongraphs,00111,30,0.284052808,1388,200
ongraphs,00111,31,0.035965617,1,200
ongraphs,00111,32,0.065185285,1,200
ongraphs,00111,33,0.058438509,1,200
ongraphs,00111,34,0.100328077,1,200
ongraphs,00111,35,0.032928951,1,200
ongraphs,00111,36,0.047086172,1,200
ongraphs,00111,37,0.089443794,1,200
ongraphs,00111,38,0.044815559,1,200
ongraphs,00111,39,0.085901804,3,200
ongraphs,00111,40,0.031872352,3,200
ongraphs,00111,41,0.07232597,1,200
ongraphs,00111,42,0.073588871,1,200
ongraphs,00111,43,0.203659995,170,200
ongraphs,00111,44,0.19103079,1,200
ongraphs,00111,45,20.575105621,16,200
ongraphs,00111,46,120.122251193,,timeout
ongraphs,00111,47,120.062710616,,timeout
ongraphs,00111,48,120.121945808,,timeout
ongraphs,00111,49,120.058847421,,timeout
ongraphs,00111,50,120.119967227,,timeout
ongraphs,00111,51,120.119141626,,timeout
ongraphs,00111,52,120.064019017,,timeout
ongraphs,00111,53,120.121388491,,timeout
ongraphs,00111,54,120.063076248,,timeout
ongraphs,00111,55,120.122137625,,timeout
END: 2016-04-27 07:06:18 -0300
