BEGIN: 2016-04-22 23:40:16 -0300
osgprop,00100,0,5.83826904,5,200
osgprop,00100,1,0.583370736,4,200
osgprop,00100,2,14.377100193,38,200
osgprop,00100,3,120.084000923,,timeout
osgprop,00100,4,0.46595559,3,200
osgprop,00100,5,0.136694101,1,200
osgprop,00100,6,120.121960472,,timeout
osgprop,00100,7,120.123051443,,timeout
osgprop,00100,8,120.122719492,,timeout
osgprop,00100,9,0.179606993,3,200
osgprop,00100,10,0.176451603,7,200
osgprop,00100,11,0.385024875,2,200
osgprop,00100,12,0.626687746,11,200
osgprop,00100,13,0.119603943,7,200
osgprop,00100,14,120.121860708,,timeout
osgprop,00100,15,0.433411559,4,200
osgprop,00100,16,0.273473077,2,200
osgprop,00100,17,120.122441232,,timeout
osgprop,00100,18,0.274536559,3,200
osgprop,00100,19,0.5049138,28,200
osgprop,00100,20,14.188024121,47,200
osgprop,00100,21,39.892652456,305,200
osgprop,00100,22,1.014673399,60,200
osgprop,00100,23,120.118953474,,timeout
osgprop,00100,24,0.469467363,9,200
osgprop,00100,25,120.123049374,,timeout
osgprop,00100,26,0.415926684,23,200
osgprop,00100,27,12.482352469,29,200
osgprop,00100,28,0.420068783,13,200
osgprop,00100,29,0.574262733,6,200
osgprop,00100,30,0.190236884,3,200
osgprop,00100,31,0.24305433,3,200
osgprop,00100,32,31.069807839,74,200
osgprop,00100,33,0.228140191,1,200
osgprop,00100,34,0.905299868,14,200
osgprop,00100,35,14.039180174,39,200
osgprop,00100,36,25.923299921,149,200
osgprop,00100,37,0.080313798,2,200
osgprop,00100,38,0.019708009,1,200
osgprop,00100,39,0.358133783,15,200
osgprop,00100,40,0.050650694,1,200
osgprop,00100,41,0.371825081,6,200
osgprop,00100,42,0.166433495,9,200
osgprop,00100,43,0.79886626,24,200
osgprop,00100,44,0.162005541,1,200
osgprop,00100,45,120.122464536,,timeout
osgprop,00100,46,0.267531943,2,200
osgprop,00100,47,11.677317327,95,200
osgprop,00100,48,0.094430294,5,200
osgprop,00100,49,120.122269805,,timeout
osgprop,00100,50,0.345631083,4,200
osgprop,00100,51,120.122343278,,timeout
osgprop,00100,52,0.257072666,1,200
osgprop,00100,53,120.122597848,,timeout
osgprop,00100,54,0.33919742,16,200
osgprop,00100,55,120.122529188,,timeout
osgprop,00100,56,0.310593755,3,200
osgprop,00100,57,0.217818066,36,200
osgprop,00100,58,0.090757442,3,200
osgprop,00100,59,0.039628117,1,200
osgprop,00100,60,120.119822813,,timeout
osgprop,00100,61,120.122003572,,timeout
osgprop,00100,62,0.402672796,9,200
osgprop,00100,63,0.04286474,6,200
osgprop,00100,64,120.122186379,,timeout
osgprop,00100,65,120.122519522,,timeout
osgprop,00100,66,14.194848846,50,200
osgprop,00100,67,21.538463551,94,200
osgprop,00100,68,28.64720802,147,200
osgprop,00100,69,0.00636585,2,200
osgprop,00100,70,0.097648057,3,200
osgprop,00100,71,0.47987202,2,200
osgprop,00100,72,0.122458293,5,200
osgprop,00100,73,15.789769827,34,200
osgprop,00100,74,0.138187723,1,200
osgprop,00100,75,120.12189209,,timeout
osgprop,00100,76,120.121920096,,timeout
osgprop,00100,77,120.121064979,,timeout
osgprop,00100,78,0.537137182,15,200
osgprop,00100,79,120.121898798,,timeout
osgprop,00100,80,16.767372838,35,200
