BEGIN: 2016-06-07 01:07:04 -0400
sgprop,path_3_v2,0,120.122631255,,timeout
sgprop,path_3_v2,1,120.1224808,,timeout
sgprop,path_3_v2,2,120.071934665,,timeout
sgprop,path_3_v2,3,120.122518412,,timeout
sgprop,path_3_v2,4,120.119488496,,timeout
sgprop,path_3_v2,5,120.122371456,,timeout
sgprop,path_3_v2,6,120.119238079,,timeout
sgprop,path_3_v2,7,11.255769604,1,200
sgprop,path_3_v2,8,120.122379249,,timeout
sgprop,path_3_v2,9,120.122500395,,timeout
sgprop,path_3_v2,10,120.122438286,,timeout
sgprop,path_3_v2,11,120.122417019,,timeout
sgprop,path_3_v2,12,120.122491161,,timeout
sgprop,path_3_v2,13,120.122464225,,timeout
sgprop,path_3_v2,14,120.122550669,,timeout
sgprop,path_3_v2,15,120.122484165,,timeout
sgprop,path_3_v2,16,120.122541272,,timeout
sgprop,path_3_v2,17,120.065309802,,timeout
sgprop,path_3_v2,18,120.122362561,,timeout
sgprop,path_3_v2,19,120.028260254,,timeout
sgprop,path_3_v2,20,120.119374178,,timeout
sgprop,path_3_v2,21,120.122423547,,timeout
sgprop,path_3_v2,22,120.122394165,,timeout
sgprop,path_3_v2,23,120.122264166,,timeout
sgprop,path_3_v2,24,120.122458723,,timeout
sgprop,path_3_v2,25,120.122570382,,timeout
sgprop,path_3_v2,26,120.12257652,,timeout
sgprop,path_3_v2,27,120.122282335,,timeout
sgprop,path_3_v2,28,120.085645238,,timeout
sgprop,path_3_v2,29,120.094441223,,timeout
sgprop,path_3_v2,30,120.094593894,,timeout
sgprop,path_3_v2,31,120.122386403,,timeout
sgprop,path_3_v2,32,120.122490449,,timeout
sgprop,path_3_v2,33,120.122655534,,timeout
sgprop,path_3_v2,34,120.118993942,,timeout
sgprop,path_3_v2,35,120.122448467,,timeout
sgprop,path_3_v2,36,120.122402903,,timeout
sgprop,path_3_v2,37,120.122396873,,timeout
sgprop,path_3_v2,38,120.122622709,,timeout
sgprop,path_3_v2,39,120.073848017,,timeout
sgprop,path_3_v2,40,120.122385189,,timeout
