BEGIN: 2016-06-02 00:40:38 -0400
naryrel,path_3_v2,0,120.070865851,,timeout
naryrel,path_3_v2,1,120.1223892,,timeout
naryrel,path_3_v2,2,120.121938702,,timeout
naryrel,path_3_v2,3,120.121856009,,timeout
naryrel,path_3_v2,4,120.122109401,,timeout
naryrel,path_3_v2,5,120.063410117,,timeout
naryrel,path_3_v2,6,120.06409624,,timeout
naryrel,path_3_v2,7,120.063357313,,timeout
naryrel,path_3_v2,8,120.063681954,,timeout
naryrel,path_3_v2,9,120.122249285,,timeout
naryrel,path_3_v2,10,120.092715928,,timeout
naryrel,path_3_v2,11,120.09459991,,timeout
naryrel,path_3_v2,12,120.038032263,,timeout
naryrel,path_3_v2,13,120.066344483,,timeout
naryrel,path_3_v2,14,120.121637555,,timeout
naryrel,path_3_v2,15,120.121610054,,timeout
naryrel,path_3_v2,16,120.066686601,,timeout
naryrel,path_3_v2,17,120.121703764,,timeout
naryrel,path_3_v2,18,120.063736555,,timeout
naryrel,path_3_v2,19,120.121732091,,timeout
naryrel,path_3_v2,20,120.121748309,,timeout
naryrel,path_3_v2,21,120.121689358,,timeout
naryrel,path_3_v2,22,120.121680779,,timeout
naryrel,path_3_v2,23,120.0636432,,timeout
naryrel,path_3_v2,24,120.066169349,,timeout
naryrel,path_3_v2,25,120.121655511,,timeout
naryrel,path_3_v2,26,120.121764682,,timeout
naryrel,path_3_v2,27,120.121708518,,timeout
naryrel,path_3_v2,28,120.063953297,,timeout
naryrel,path_3_v2,29,120.121750485,,timeout
naryrel,path_3_v2,30,120.121564772,,timeout
naryrel,path_3_v2,31,120.121754299,,timeout
naryrel,path_3_v2,32,120.121730162,,timeout
naryrel,path_3_v2,33,120.121581817,,timeout
naryrel,path_3_v2,34,120.121684368,,timeout
naryrel,path_3_v2,35,120.121642117,,timeout
naryrel,path_3_v2,36,120.121973616,,timeout
naryrel,path_3_v2,37,120.121723392,,timeout
naryrel,path_3_v2,38,120.121589095,,timeout
naryrel,path_3_v2,39,120.12171154,,timeout
naryrel,path_3_v2,40,120.121704272,,timeout
naryrel,path_3_v2,41,120.121715951,,timeout
naryrel,path_3_v2,42,120.121681626,,timeout
naryrel,path_3_v2,43,120.121728167,,timeout
naryrel,path_3_v2,44,120.121772055,,timeout
