BEGIN: 2016-04-22 00:43:26 -0300
osgprop,00110,0,5.41669621,1,200
osgprop,00110,1,3.178064211,6,200
osgprop,00110,2,0.336265331,1,200
osgprop,00110,3,8.41991942,279,200
osgprop,00110,4,5.501031581,134,200
osgprop,00110,5,10.154700667,96,200
osgprop,00110,6,0.527600837,4,200
osgprop,00110,7,0.630872963,1,200
osgprop,00110,8,0.634267315,11,200
osgprop,00110,9,0.16005595,1,200
osgprop,00110,10,31.905173624,3361,200
osgprop,00110,11,0.208015826,1,200
osgprop,00110,12,0.14964763,1,200
osgprop,00110,13,0.077462086,281,200
osgprop,00110,14,0.103777251,14,200
osgprop,00110,15,0.153254733,1,200
osgprop,00110,16,2.596148466,286,200
osgprop,00110,17,0.297898304,30,200
osgprop,00110,18,0.143262148,1,200
osgprop,00110,19,0.035867407,1,200
osgprop,00110,20,0.049422656,1,200
osgprop,00110,21,0.219003005,37,200
osgprop,00110,22,0.123432307,1,200
osgprop,00110,23,0.426962266,21,200
osgprop,00110,24,0.25604532,1,200
osgprop,00110,25,1.540050495,132,200
osgprop,00110,26,0.198814018,1,200
osgprop,00110,27,0.482666745,74,200
osgprop,00110,28,0.282033345,1,200
osgprop,00110,29,0.187722097,1,200
osgprop,00110,30,0.039086103,1,200
osgprop,00110,31,0.026532195,1,200
osgprop,00110,32,0.244265773,64,200
osgprop,00110,33,4.839674221,1240,200
osgprop,00110,34,0.043848071,1,200
osgprop,00110,35,0.11638521,1,200
osgprop,00110,36,0.221375135,1,200
osgprop,00110,37,0.155994679,9,200
osgprop,00110,38,0.548314137,75,200
osgprop,00110,39,0.230247202,1,200
osgprop,00110,40,0.313264259,5,200
osgprop,00110,41,23.013372837,4105,200
osgprop,00110,42,0.018864589,1,200
osgprop,00110,43,0.030632422,4,200
osgprop,00110,44,0.043053436,15,200
osgprop,00110,45,9.726152339,621,200
osgprop,00110,46,0.012863726,1,200
osgprop,00110,47,0.017707206,1,200
osgprop,00110,48,0.38213797,159,200
osgprop,00110,49,0.845086393,565,200
osgprop,00110,50,0.005239327,1,200
osgprop,00110,51,0.181521912,4,200
osgprop,00110,52,0.514093066,1,200
osgprop,00110,53,6.963501585,567,200
osgprop,00110,54,0.014972655,20,200
osgprop,00110,55,0.109005172,1,200
osgprop,00110,56,0.018967708,2,200
osgprop,00110,57,1.635019747,105,200
osgprop,00110,58,0.081244556,395,200
osgprop,00110,59,0.059384456,2,200
osgprop,00110,60,0.004734501,7,200
osgprop,00110,61,0.073059255,18,200
osgprop,00110,62,0.029680425,3,200
osgprop,00110,63,0.023007301,5,200
osgprop,00110,64,0.071128903,2,200
osgprop,00110,65,0.037823469,1,200
osgprop,00110,66,0.100759558,72,200
osgprop,00110,67,0.017842186,168,200
osgprop,00110,68,0.044556742,4,200
osgprop,00110,69,0.02870309,1,200
osgprop,00110,70,0.024440019,2,200
osgprop,00110,71,0.095076487,5,200
osgprop,00110,72,0.004329227,1,200
osgprop,00110,73,0.044755808,6,200
osgprop,00110,74,0.037007586,351,200
osgprop,00110,75,0.015894293,7,200
osgprop,00110,76,0.028948593,2,200
osgprop,00110,77,0.031083569,2,200
osgprop,00110,78,0.009950656,52,200
osgprop,00110,79,0.034383623,1,200
osgprop,00110,80,0.062317602,146,200
osgprop,00110,81,0.022219952,1,200
osgprop,00110,82,0.025143456,1,200
osgprop,00110,83,0.006134859,21,200
osgprop,00110,84,0.004464201,1,200
osgprop,00110,85,0.130507864,485,200
osgprop,00110,86,0.089271907,1,200
osgprop,00110,87,0.022992959,11,200
osgprop,00110,88,0.16188149,545,200
osgprop,00110,89,0.06392713,1,200
osgprop,00110,90,0.125779705,574,200
osgprop,00110,91,0.029363889,10,200
osgprop,00110,92,0.026469884,40,200
osgprop,00110,93,0.199475557,145,200
osgprop,00110,94,0.088557673,160,200
osgprop,00110,95,0.024548509,2,200
osgprop,00110,96,0.024942856,1,200
osgprop,00110,97,0.019165935,1,200
osgprop,00110,98,0.019917231,319,200
osgprop,00110,99,0.037747218,1,200
osgprop,00110,100,0.078255574,728,200
osgprop,00110,101,0.185952532,1580,200
osgprop,00110,102,0.028634781,70,200
osgprop,00110,103,0.033505231,2,200
osgprop,00110,104,0.075177908,16,200
osgprop,00110,105,0.026626393,4,200
osgprop,00110,106,0.005263355,9,200
osgprop,00110,107,0.060228863,1,200
osgprop,00110,108,0.024041142,1,200
osgprop,00110,109,0.067847784,1,200
osgprop,00110,110,0.030976073,73,200
osgprop,00110,111,0.46764798,310,200
osgprop,00110,112,0.086804184,50,200
osgprop,00110,113,0.021316904,22,200
osgprop,00110,114,0.020715882,1,200
osgprop,00110,115,0.003678883,1,200
osgprop,00110,116,0.021864686,1,200
osgprop,00110,117,0.06758119,948,200
osgprop,00110,118,0.264392312,47,200
osgprop,00110,119,0.652727395,3678,200
osgprop,00110,120,0.038594251,122,200
osgprop,00110,121,0.355634201,460,200
osgprop,00110,122,0.159136196,453,200
osgprop,00110,123,0.020808913,3,200
osgprop,00110,124,0.004621027,1,200
osgprop,00110,125,0.020531766,6,200
osgprop,00110,126,0.026618579,3,200
osgprop,00110,127,0.196704555,16,200
osgprop,00110,128,0.027841542,2,200
osgprop,00110,129,0.301101904,2,200
osgprop,00110,130,0.021856959,10,200
osgprop,00110,131,0.004703827,5,200
osgprop,00110,132,0.017178184,2,200
osgprop,00110,133,0.01874139,1,200
osgprop,00110,134,0.035171763,11,200
osgprop,00110,135,0.020273458,1,200
osgprop,00110,136,0.172974432,44,200
osgprop,00110,137,0.026913877,21,200
osgprop,00110,138,0.155823697,199,200
osgprop,00110,139,0.027907176,699,200
osgprop,00110,140,0.010200619,1,200
osgprop,00110,141,0.176230069,1647,200
osgprop,00110,142,0.009502219,64,200
osgprop,00110,143,0.014389167,21,200
osgprop,00110,144,0.004389428,3,200
osgprop,00110,145,0.329583742,143,200
osgprop,00110,146,0.03575341,5,200
osgprop,00110,147,0.043860809,81,200
osgprop,00110,148,0.004847887,1,200
osgprop,00110,149,0.271829793,6,200
osgprop,00110,150,0.028404513,1,200
osgprop,00110,151,0.006135064,1,200
osgprop,00110,152,0.004327914,1,200
