BEGIN: 2016-04-25 05:05:35 -0300
onaryrel,01100,0,1.602639115,532,200
onaryrel,01100,1,9.823377381,1868,200
onaryrel,01100,2,0.28338841,4,200
onaryrel,01100,3,0.264338297,10,200
onaryrel,01100,4,0.154537605,1,200
onaryrel,01100,5,0.124649331,1,200
onaryrel,01100,6,0.123768667,1,200
onaryrel,01100,7,0.255771294,11,200
onaryrel,01100,8,9.017918491,360,200
onaryrel,01100,9,0.480692989,33,200
onaryrel,01100,10,0.161454185,1,200
onaryrel,01100,11,0.307184093,47,200
onaryrel,01100,12,0.203760506,2,200
onaryrel,01100,13,15.996182337,830,200
onaryrel,01100,14,1.004530226,94,200
onaryrel,01100,15,0.190982053,2,200
onaryrel,01100,16,0.294198282,6,200
onaryrel,01100,17,9.212638522,664,200
onaryrel,01100,18,0.124658705,3,200
onaryrel,01100,19,0.189021411,6,200
onaryrel,01100,20,0.246234696,3,200
onaryrel,01100,21,0.065364472,1,200
onaryrel,01100,22,6.333237981,1771,200
onaryrel,01100,23,0.143829985,2,200
onaryrel,01100,24,0.127703573,1,200
onaryrel,01100,25,0.839106228,24,200
onaryrel,01100,26,2.81061272,123,200
onaryrel,01100,27,1.165479231,45,200
onaryrel,01100,28,0.219085773,1,200
onaryrel,01100,29,0.125127334,15,200
onaryrel,01100,30,0.125526877,1,200
onaryrel,01100,31,0.566274804,33,200
onaryrel,01100,32,0.062144688,17,200
onaryrel,01100,33,0.132013663,1,200
onaryrel,01100,34,2.857320173,89,200
onaryrel,01100,35,0.118779135,1,200
onaryrel,01100,36,0.108180837,1,200
onaryrel,01100,37,42.880520636,3590,200
onaryrel,01100,38,53.243007098,10000,200
onaryrel,01100,39,17.415529892,1047,200
onaryrel,01100,40,0.261370291,6,200
onaryrel,01100,41,0.112866939,41,200
onaryrel,01100,42,3.745219998,160,200
onaryrel,01100,43,0.163298489,1,200
onaryrel,01100,44,0.071931455,26,200
onaryrel,01100,45,0.097649857,1,200
onaryrel,01100,46,0.680124673,23,200
onaryrel,01100,47,31.45869458,2051,200
onaryrel,01100,48,0.589366959,53,200
onaryrel,01100,49,23.241402949,2180,200
onaryrel,01100,50,3.544591294,361,200
onaryrel,01100,51,147.746877395,,timeout
onaryrel,01100,52,120.122421752,,timeout
onaryrel,01100,53,120.122336703,,timeout
onaryrel,01100,54,120.122343283,,timeout
onaryrel,01100,55,120.122152528,,timeout
onaryrel,01100,56,120.122324268,,timeout
onaryrel,01100,57,120.122280089,,timeout
onaryrel,01100,58,120.063221633,,timeout
onaryrel,01100,59,120.099938814,,timeout
onaryrel,01100,60,120.122244663,,timeout
END: 2016-04-25 05:30:07 -0300
