BEGIN: 2016-04-25 03:30:41 -0300
onaryrel,01000,0,2.332185185,44,200
onaryrel,01000,1,8.547950745,2887,200
onaryrel,01000,2,165.302116947,,timeout
onaryrel,01000,3,120.122178536,,timeout
onaryrel,01000,4,120.122179664,,timeout
onaryrel,01000,5,120.063423981,,timeout
onaryrel,01000,6,120.122118359,,timeout
onaryrel,01000,7,120.122118965,,timeout
onaryrel,01000,8,120.122756699,,timeout
onaryrel,01000,9,120.122202589,,timeout
onaryrel,01000,10,120.123004596,,timeout
onaryrel,01000,11,120.063330823,,timeout
END: 2016-04-25 03:51:38 -0300
