BEGIN: 2016-04-29 22:16:54 -0300
stdreif,path_1,0,7.728864059,125,200
stdreif,path_1,1,0.644248672,5,200
stdreif,path_1,2,34.287151924,1032,200
stdreif,path_1,3,25.605124996,8,200
stdreif,path_1,4,0.205600616,2,200
stdreif,path_1,5,0.588000478,3,200
stdreif,path_1,6,13.770974829,812,200
stdreif,path_1,7,0.37869307,6,200
stdreif,path_1,8,60.480722869,,200
stdreif,path_1,9,60.975416212,,200
stdreif,path_1,10,5.517766513,132,200
stdreif,path_1,11,6.625739963,838,200
stdreif,path_1,12,57.658622578,10000,200
stdreif,path_1,13,4.294788597,10000,200
stdreif,path_1,14,0.69932026,10000,200
stdreif,path_1,15,0.698303499,10000,200
stdreif,path_1,16,0.397053771,17,200
stdreif,path_1,17,6.047207345,5,200
stdreif,path_1,18,5.495233152,21,200
stdreif,path_1,19,0.207201627,3,200
stdreif,path_1,20,2.703520856,213,200
stdreif,path_1,21,0.450808838,1,200
stdreif,path_1,22,47.060200135,10000,200
stdreif,path_1,23,0.273936827,8,200
stdreif,path_1,24,1.456540255,10000,200
stdreif,path_1,25,0.254213787,1,200
stdreif,path_1,26,0.418070536,169,200
stdreif,path_1,27,27.585528826,297,200
stdreif,path_1,28,1.936002031,10000,200
stdreif,path_1,29,0.666871322,10000,200
stdreif,path_1,30,0.159493933,4,200
stdreif,path_1,31,19.276583203,3630,200
stdreif,path_1,32,42.114919857,2140,200
stdreif,path_1,33,0.193854347,2,200
stdreif,path_1,34,2.356253539,91,200
stdreif,path_1,35,1.372126335,10000,200
stdreif,path_1,36,0.13812938,5625,200
stdreif,path_1,37,3.885281266,17,200
stdreif,path_1,38,0.890743134,10000,200
stdreif,path_1,39,0.241050927,1,200
stdreif,path_1,40,0.093707488,10,200
stdreif,path_1,41,0.897949975,78,200
stdreif,path_1,42,1.868536723,99,200
stdreif,path_1,43,60.354778243,,200
stdreif,path_1,44,19.80092175,10000,200
stdreif,path_1,45,2.41607333,10000,200
stdreif,path_1,46,0.48147728,10000,200
stdreif,path_1,47,0.318668862,1,200
stdreif,path_1,48,0.459980792,10000,200
stdreif,path_1,49,17.460049889,1552,200
stdreif,path_1,50,1.985528299,232,200
stdreif,path_1,51,60.727751444,,200
stdreif,path_1,52,18.117655996,10000,200
stdreif,path_1,53,0.37899106,10000,200
stdreif,path_1,54,2.217312356,10000,200
stdreif,path_1,55,1.512927338,10000,200
stdreif,path_1,56,1.178686757,10000,200
stdreif,path_1,57,0.289842631,3,200
stdreif,path_1,58,60.403036275,,200
stdreif,path_1,59,2.301308524,10000,200
stdreif,path_1,60,60.589165507,,200
stdreif,path_1,61,15.681297396,69,200
stdreif,path_1,62,0.229470475,1,200
stdreif,path_1,63,29.096753279,10000,200
stdreif,path_1,64,16.213888627,760,200
stdreif,path_1,65,1.536485184,1,200
stdreif,path_1,66,29.712418759,3246,200
stdreif,path_1,67,0.279271852,35,200
stdreif,path_1,68,0.173207311,70,200
stdreif,path_1,69,5.49781098,1,200
stdreif,path_1,70,0.26065341,10000,200
stdreif,path_1,71,2.290013062,10000,200
stdreif,path_1,72,0.781329957,10000,200
stdreif,path_1,73,0.24110418,4,200
stdreif,path_1,74,21.189269329,10000,200
stdreif,path_1,75,2.303328672,10000,200
stdreif,path_1,76,33.844560694,10000,200
stdreif,path_1,77,0.217846516,3,200
stdreif,path_1,78,13.122450717,395,200
stdreif,path_1,79,120.3985742,,timeout
stdreif,path_1,80,120.122327729,,timeout
stdreif,path_1,81,120.118176216,,timeout
stdreif,path_1,82,120.122038172,,timeout
stdreif,path_1,83,120.122216778,,timeout
stdreif,path_1,84,120.121783049,,timeout
stdreif,path_1,85,120.111953047,,timeout
stdreif,path_1,86,120.122224232,,timeout
stdreif,path_1,87,120.122205137,,timeout
stdreif,path_1,88,120.028183143,,timeout
END: 2016-04-29 22:52:32 -0300
