BEGIN: 2016-04-29 22:35:03 -0300
naryrel,path_2,0,1.224693583,214,200
naryrel,path_2,1,0.961974753,10,200
naryrel,path_2,2,181.295587932,,timeout
naryrel,path_2,3,120.063045667,,timeout
naryrel,path_2,4,120.061615045,,timeout
naryrel,path_2,5,120.120224189,,timeout
naryrel,path_2,6,120.123505498,,timeout
naryrel,path_2,7,120.095271164,,timeout
naryrel,path_2,8,120.061218411,,timeout
naryrel,path_2,9,120.050759332,,timeout
naryrel,path_2,10,120.063311614,,timeout
naryrel,path_2,11,120.063452045,,timeout
END: 2016-04-29 22:56:08 -0300
