BEGIN: 2016-04-29 20:37:31 -0300
sgprop,path_3,0,120.076982607,,timeout
sgprop,path_3,1,120.122596164,,timeout
sgprop,path_3,2,120.12250394,,timeout
sgprop,path_3,3,6.836396753,0,200
sgprop,path_3,4,0.103303574,0,200
sgprop,path_3,5,120.122345808,,timeout
sgprop,path_3,6,120.080008512,,timeout
sgprop,path_3,7,120.122394366,,timeout
sgprop,path_3,8,120.077690996,,timeout
sgprop,path_3,9,120.122448242,,timeout
sgprop,path_3,10,120.119916073,,timeout
sgprop,path_3,11,120.118338805,,timeout
sgprop,path_3,12,120.122368623,,timeout
sgprop,path_3,13,120.122372978,,timeout
sgprop,path_3,14,120.122539004,,timeout
END: 2016-04-29 21:03:40 -0300
