Q4149285 ?x1 Q5196 ?x3 Q15180
Q21667010 ?x1 Q898735 ?x3 Q1138868
Q18218490 ?x1 Q17709194 ?x3 Q5
Q20355242 ?x1 Q4259259 ?x3 Q861259
Q338812 ?x1 Q106291 ?x3 Q1004531
Q18257438 ?x1 Q18039651 ?x3 Q5
Q354150 ?x1 Q15679 ?x3 Q29
Q18046809 ?x1 Q18264169 ?x3 Q83310
Q8236980 ?x1 Q5 ?x3 Q536282
Q1016685 ?x1 Q253977 ?x3 Q855969
Q20203432 ?x1 Q649 ?x3 Q15180
Q2622172 ?x1 Q200539 ?x3 Q23445
Q4178491 ?x1 Q908 ?x3 Q159
Q982358 ?x1 Q597 ?x3 Q45
Q10702688 ?x1 Q387893 ?x3 Q37517
Q1751870 ?x1 Q6359432 ?x3 Q1143215
Q15247950 ?x1 Q17362920 ?x3 Q11130350
Q19160723 ?x1 Q4259259 ?x3 Q861259
Q10676122 ?x1 Q387893 ?x3 Q35409
Q14074069 ?x1 Q30185 ?x3 Q13010
Q18266666 ?x1 Q18048021 ?x3 Q5
Q18619599 ?x1 Q1668976 ?x3 Q659
Q25250 ?x1 Q602358 ?x3 Q21503628
Q18974224 ?x1 Q18967861 ?x3 Q18968099
Q219943 ?x1 Q501390 ?x3 Q188
Q2384660 ?x1 Q1885543 ?x3 Q173822
Q68913 ?x1 Q3033 ?x3 Q41304
Q16194932 ?x1 Q30185 ?x3 Q3558377
Q18257927 ?x1 Q18032663 ?x3 Q5
Q12961 ?x1 Q3044918 ?x3 Q3142932
Q20809496 ?x1 Q4259259 ?x3 Q861259
Q10660761 ?x1 Q15411571 ?x3 Q1754353
Q5341743 ?x1 Q15987216 ?x3 Q19063876
Q16594022 ?x1 Q65380 ?x3 Q1437277
Q18031426 ?x1 Q18254434 ?x3 Q83310
Q8237265 ?x1 Q5 ?x3 Q981195
Q16643816 ?x1 Q23240 ?x3 Q145
Q930903 ?x1 Q649 ?x3 Q2184
Q20268764 ?x1 Q4259259 ?x3 Q861259
Q17423642 ?x1 Q15987216 ?x3 Q19093382
Q1839842 ?x1 Q62447 ?x3 Q502074
Q18042730 ?x1 Q18301704 ?x3 Q83310
Q179858 ?x1 Q2386529 ?x3 Q728830
Q20738680 ?x1 Q20602711 ?x3 Q20738677
Q862417 ?x1 Q3493838 ?x3 Q6305051
Q1170475 ?x1 Q1040689 ?x3 Q248530
Q18261611 ?x1 Q18033978 ?x3 Q5
Q7078067 ?x1 Q5 ?x3 Q252
Q19290079 ?x1 Q21503788 ?x3 Q5941
Q285249 ?x1 Q14472169 ?x3 Q334443
Q4409262 ?x1 Q157065 ?x3 Q1540321
Q18666180 ?x1 Q5 ?x3 Q132043
Q18265922 ?x1 Q18045839 ?x3 Q5
Q21364976 ?x1 Q1040689 ?x3 Q21321120
Q4507101 ?x1 Q157835 ?x3 Q133356
Q19842303 ?x1 Q6840885 ?x3 Q484876
Q17492496 ?x1 Q4259259 ?x3 Q861259
Q272644 ?x1 Q16707842 ?x3 Q7817450
Q463824 ?x1 Q140686 ?x3 Q11878277
Q8639382 ?x1 Q5 ?x3 Q1861687
Q7781676 ?x1 Q15987216 ?x3 Q19092497
Q18587219 ?x1 Q18579419 ?x3 Q18595374
Q17300342 ?x1 Q1026827 ?x3 Q723682
Q13022011 ?x1 Q15238777 ?x3 Q914226
Q4449650 ?x1 Q244236 ?x3 Q131337
