Q703566 ?x1 Q49476 P1365 ?x4
Q801289 ?x1 Q1147028 P137 ?x4
Q6084728 ?x1 Q16556694 P1366 ?x4
Q6949699 ?x1 Q2457 P17 ?x4
Q9223368 ?x1 Q9217594 P1013 ?x4
Q17342839 ?x1 Q4259259 P518 ?x4
Q19118745 ?x1 Q19118602 P276 ?x4
Q15813074 ?x1 Q15120837 P560 ?x4
Q4409262 ?x1 Q157065 P131 ?x4
Q17334375 ?x1 Q4259259 P518 ?x4
Q7086196 ?x1 Q1899 P17 ?x4
Q4755371 ?x1 Q19226277 P1365 ?x4
Q17491757 ?x1 Q4259259 P518 ?x4
Q2092107 ?x1 Q9365 P17 ?x4
Q21667010 ?x1 Q898735 P518 ?x4
Q19883813 ?x1 Q4259259 P518 ?x4
Q16218446 ?x1 Q19970288 P31 ?x4
Q5472194 ?x1 Q5485329 P81 ?x4
Q18272409 ?x1 Q18045899 P703 ?x4
Q4249749 ?x1 Q1770 P131 ?x4
Q3603527 ?x1 Q16533 P131 ?x4
Q21504975 ?x1 Q21402571 P636 ?x4
Q20749371 ?x1 Q20749374 P518 ?x4
Q4058839 ?x1 Q649 P131 ?x4
Q19153404 ?x1 Q19360935 P155 ?x4
Q18881744 ?x1 Q18881793 P817 ?x4
Q17093928 ?x1 Q2280 P131 ?x4
Q4100128 ?x1 Q900 P17 ?x4
Q1142142 ?x1 Q10562858 P518 ?x4
Q312593 ?x1 Q531471 P1365 ?x4
Q68913 ?x1 Q3033 P17 ?x4
Q2322004 ?x1 Q253019 P642 ?x4
Q17342042 ?x1 Q4259259 P518 ?x4
Q16639693 ?x1 Q552314 P155 ?x4
Q18040164 ?x1 Q18269575 P703 ?x4
Q18619599 ?x1 Q1668976 P560 ?x4
Q218567 ?x1 Q275964 P453 ?x4
Q1845989 ?x1 Q7366 P175 ?x4
Q12405116 ?x1 Q577 P361 ?x4
Q270993 ?x1 Q34876 P642 ?x4
Q1247472 ?x1 Q10988133 P518 ?x4
Q18265922 ?x1 Q18045839 P703 ?x4
Q19609606 ?x1 Q4259259 P518 ?x4
Q5619222 ?x1 Q577 P361 ?x4
Q14912068 ?x1 Q14912067 P703 ?x4
Q18252058 ?x1 Q18028557 P703 ?x4
Q66936 ?x1 Q19180675 P248 ?x4
Q1028368 ?x1 Q1969443 P560 ?x4
Q15072591 ?x1 Q15987216 P248 ?x4
Q6041110 ?x1 Q49117 P512 ?x4
Q7140641 ?x1 Q11424 P915 ?x4
Q430210 ?x1 Q1813197 P1366 ?x4
Q17324930 ?x1 Q4259259 P518 ?x4
Q3227834 ?x1 Q6537379 P518 ?x4
Q1471704 ?x1 Q1194951 P642 ?x4
Q18844873 ?x1 Q18845167 P817 ?x4
Q3525448 ?x1 Q65 P131 ?x4
Q20354750 ?x1 Q4259259 P518 ?x4
Q729543 ?x1 Q131252 P512 ?x4
Q540283 ?x1 Q20023108 P1039 ?x4
Q18882871 ?x1 Q18882971 P817 ?x4
Q1269997 ?x1 Q17004820 P1366 ?x4
Q4350010 ?x1 Q105215 P17 ?x4
Q272644 ?x1 Q16707842 P1365 ?x4
Q14775069 ?x1 Q106275 P453 ?x4
Q18666180 ?x1 Q5 P20 ?x4
Q41570 ?x1 Q2708520 P1365 ?x4
Q4230804 ?x1 Q19180675 P248 ?x4
Q17025934 ?x1 Q3940472 P156 ?x4
Q1137103 ?x1 Q11258424 P137 ?x4
Q20635247 ?x1 Q4259259 P518 ?x4
Q4319787 ?x1 Q649 P17 ?x4
Q14076981 ?x1 Q30185 P642 ?x4
Q4226417 ?x1 Q3426 P17 ?x4
Q21741473 ?x1 Q4233718 P1774 ?x4
Q4262397 ?x1 Q23444 P518 ?x4
Q708661 ?x1 Q1458473 P453 ?x4
Q6238997 ?x1 Q20602711 P1366 ?x4
Q191715 ?x1 Q60 P17 ?x4
Q18881281 ?x1 Q18881348 P817 ?x4
Q18252232 ?x1 Q18028918 P703 ?x4
Q1738272 ?x1 Q670933 P361 ?x4
Q75572 ?x1 Q30461 P642 ?x4
Q4526372 ?x1 Q898 P17 ?x4
Q6561117 ?x1 Q5 P27 ?x4
Q11824922 ?x1 Q287 P518 ?x4
Q21668237 ?x1 Q843958 P518 ?x4
Q6296755 ?x1 Q15257476 P1013 ?x4
Q21668318 ?x1 Q11469 P518 ?x4
Q962261 ?x1 Q1549556 P81 ?x4
Q698497 ?x1 Q1647893 P81 ?x4
Q100102 ?x1 Q2039348 P1366 ?x4
Q18218490 ?x1 Q17709194 P703 ?x4
Q5962062 ?x1 Q4259259 P518 ?x4
Q9220045 ?x1 Q5 P20 ?x4
Q18972947 ?x1 Q18967861 P1343 ?x4
Q10228311 ?x1 Q1155688 P131 ?x4
Q4176356 ?x1 Q19566 P17 ?x4
Q12371726 ?x1 Q19185575 P1366 ?x4
Q18974224 ?x1 Q18967861 P1343 ?x4
Q1226190 ?x1 Q1225095 P1366 ?x4
Q8010856 ?x1 Q15987216 P248 ?x4
Q17492496 ?x1 Q4259259 P518 ?x4
Q9333685 ?x1 Q579852 P560 ?x4
Q7781676 ?x1 Q15987216 P248 ?x4
Q17491416 ?x1 Q4259259 P518 ?x4
Q4178491 ?x1 Q908 P131 ?x4
Q5341743 ?x1 Q15987216 P248 ?x4
Q115243 ?x1 Q187300 P1686 ?x4
Q7514223 ?x1 Q7014100 P1366 ?x4
Q17832965 ?x1 Q18298158 P703 ?x4
Q16643816 ?x1 Q23240 P17 ?x4
Q93667 ?x1 Q15987216 P248 ?x4
Q18263049 ?x1 Q18037212 P703 ?x4
Q8236980 ?x1 Q5 P69 ?x4
Q16953561 ?x1 Q7714064 P155 ?x4
Q795187 ?x1 Q15987216 P248 ?x4
Q7099650 ?x1 Q15637668 P453 ?x4
Q20278513 ?x1 Q4259259 P518 ?x4
Q18585525 ?x1 Q18577468 P793 ?x4
Q240463 ?x1 Q908442 P794 ?x4
Q18848640 ?x1 Q18846271 P817 ?x4
Q6914361 ?x1 Q253977 P453 ?x4
Q18295590 ?x1 Q18030482 P703 ?x4
Q2096569 ?x1 Q656035 P453 ?x4
Q18761868 ?x1 Q18711738 P768 ?x4
Q18265544 ?x1 Q18047235 P703 ?x4
Q145609 ?x1 Q19180675 P248 ?x4
Q923346 ?x1 Q182027 P805 ?x4
Q3168813 ?x1 Q2251335 P642 ?x4
Q18296988 ?x1 Q18031047 P703 ?x4
Q18049805 ?x1 Q18296173 P703 ?x4
Q2835365 ?x1 Q18912936 P794 ?x4
Q2622172 ?x1 Q200539 P462 ?x4
Q40548 ?x1 Q240357 P156 ?x4
Q5234249 ?x1 Q371625 P812 ?x4
Q4393299 ?x1 Q15987216 P248 ?x4
Q10666769 ?x1 Q387893 P678 ?x4
Q2663707 ?x1 Q4479783 P155 ?x4
Q21364976 ?x1 Q1040689 P642 ?x4
Q42047 ?x1 Q106291 P805 ?x4
Q20809496 ?x1 Q4259259 P518 ?x4
Q271377 ?x1 Q15987216 P248 ?x4
Q4060 ?x1 Q1731763 P39 ?x4
Q7791337 ?x1 Q15987216 P248 ?x4
Q1245291 ?x1 Q19970288 P31 ?x4
Q11967482 ?x1 Q21027972 P794 ?x4
Q18045607 ?x1 Q18253049 P703 ?x4
Q18258283 ?x1 Q18037030 P703 ?x4
Q2128751 ?x1 Q1770822 P817 ?x4
Q18176314 ?x1 Q15987216 P248 ?x4
Q219943 ?x1 Q501390 P642 ?x4
Q5542611 ?x1 Q15987216 P248 ?x4
Q5603139 ?x1 Q577 P361 ?x4
Q21665321 ?x1 Q11469 P518 ?x4
Q518675 ?x1 Q311615 P1686 ?x4
Q16 ?x1 Q79 P805 ?x4
Q539 ?x1 Q20058666 P768 ?x4
Q18969056 ?x1 Q18967851 P1343 ?x4
Q5305703 ?x1 Q242482 P1686 ?x4
Q7877564 ?x1 Q621824 P413 ?x4
Q18250343 ?x1 Q18041749 P703 ?x4
Q4149285 ?x1 Q5196 P17 ?x4
Q318399 ?x1 Q15987216 P248 ?x4
Q1467113 ?x1 Q1458421 P560 ?x4
Q164384 ?x1 Q17403163 P1027 ?x4
Q7078067 ?x1 Q5 P27 ?x4
Q3313177 ?x1 Q15632617 P27 ?x4
Q1097277 ?x1 Q19180675 P248 ?x4
Q21076091 ?x1 Q17170 P678 ?x4
Q14331337 ?x1 Q8068019 P1013 ?x4
Q3112657 ?x1 Q213959 P413 ?x4
Q20355242 ?x1 Q4259259 P518 ?x4
Q3022696 ?x1 Q371909 P642 ?x4
Q707787 ?x1 Q15987216 P248 ?x4
Q1043614 ?x1 Q4782160 P1346 ?x4
Q3310197 ?x1 Q3044918 P768 ?x4
Q14074069 ?x1 Q30185 P642 ?x4
Q1194477 ?x1 Q363691 P453 ?x4
Q16675848 ?x1 Q33959 P17 ?x4
Q18301065 ?x1 Q18050793 P703 ?x4
Q10419644 ?x1 Q387893 P678 ?x4
Q18156046 ?x1 Q201676 P276 ?x4
Q105660 ?x1 Q1011564 P1686 ?x4
Q10390 ?x1 Q17311605 P248 ?x4
Q383601 ?x1 Q535280 P518 ?x4
Q3856152 ?x1 Q8456 P166 ?x4
Q1132841 ?x1 Q1132862 P518 ?x4
Q385879 ?x1 Q800799 P560 ?x4
Q21665714 ?x1 Q11469 P518 ?x4
Q912441 ?x1 Q15063567 P1366 ?x4
Q2636016 ?x1 Q36036 P17 ?x4
Q20268764 ?x1 Q4259259 P518 ?x4
Q20540021 ?x1 Q4259259 P518 ?x4
Q17340195 ?x1 Q1096 P518 ?x4
Q16194932 ?x1 Q30185 P642 ?x4
Q19043282 ?x1 Q18967842 P1343 ?x4
Q2540 ?x1 Q25223 P1366 ?x4
Q20809144 ?x1 Q4259259 P518 ?x4
Q18046809 ?x1 Q18264169 P703 ?x4
Q9217739 ?x1 Q5 P20 ?x4
Q13099372 ?x1 Q4294592 P1366 ?x4
Q1170475 ?x1 Q1040689 P642 ?x4
Q4519628 ?x1 Q649 P131 ?x4
Q17491103 ?x1 Q4259259 P518 ?x4
Q104137 ?x1 Q281939 P805 ?x4
Q20891498 ?x1 Q4259259 P518 ?x4
Q754131 ?x1 Q649 P131 ?x4
Q1924920 ?x1 Q4259259 P518 ?x4
Q20268868 ?x1 Q4259259 P518 ?x4
Q19816924 ?x1 Q1568567 P790 ?x4
Q18972148 ?x1 Q18967859 P1343 ?x4
Q801070 ?x1 Q2133784 P81 ?x4
Q18587219 ?x1 Q18579419 P793 ?x4
Q862417 ?x1 Q3493838 P81 ?x4
Q5477105 ?x1 Q106291 P805 ?x4
Q1907028 ?x1 Q604733 P276 ?x4
Q4395649 ?x1 Q908 P17 ?x4
Q6226839 ?x1 Q15987216 P248 ?x4
Q3712324 ?x1 Q19180675 P248 ?x4
Q17494665 ?x1 Q4259259 P518 ?x4
Q9217773 ?x1 Q5 P20 ?x4
Q913872 ?x1 Q65 P17 ?x4
Q10620588 ?x1 Q16603480 P1039 ?x4
Q157092 ?x1 Q209715 P1001 ?x4
Q106555 ?x1 Q900424 P1686 ?x4
Q3384241 ?x1 Q1055894 P1366 ?x4
Q10676122 ?x1 Q387893 P678 ?x4
Q54261 ?x1 Q491159 P560 ?x4
Q18009073 ?x1 Q15987216 P248 ?x4
Q12961 ?x1 Q3044918 P768 ?x4
Q20169595 ?x1 Q4259259 P518 ?x4
Q10758554 ?x1 Q17362920 P460 ?x4
Q15527475 ?x1 Q15527376 P81 ?x4
Q2434330 ?x1 Q250043 P1365 ?x4
Q2576795 ?x1 Q312853 P1686 ?x4
Q17300342 ?x1 Q1026827 P39 ?x4
Q17006756 ?x1 Q908659 P1686 ?x4
Q17321779 ?x1 Q4259259 P518 ?x4
Q6965060 ?x1 Q20127274 P642 ?x4
Q15245258 ?x1 Q17362920 P460 ?x4
Q285249 ?x1 Q14472169 P1365 ?x4
Q4229426 ?x1 Q157835 P17 ?x4
Q18845132 ?x1 Q18845178 P817 ?x4
Q12090250 ?x1 Q1899 P17 ?x4
Q362261 ?x1 Q20113740 P642 ?x4
Q18257361 ?x1 Q18035392 P703 ?x4
Q109331 ?x1 Q360663 P453 ?x4
Q20440756 ?x1 Q4259259 P518 ?x4
Q18641107 ?x1 Q314729 P642 ?x4
Q18266666 ?x1 Q18048021 P703 ?x4
Q18844650 ?x1 Q18844358 P1706 ?x4
Q18041841 ?x1 Q18294959 P703 ?x4
Q2662935 ?x1 Q84 P17 ?x4
Q20195803 ?x1 Q4259259 P518 ?x4
Q1254 ?x1 Q35637 P1706 ?x4
Q182056 ?x1 Q660288 P291 ?x4
Q1332574 ?x1 Q16456434 P560 ?x4
Q18032051 ?x1 Q18255070 P703 ?x4
Q18032686 ?x1 Q18254067 P703 ?x4
Q20203432 ?x1 Q649 P17 ?x4
Q337117 ?x1 Q583809 P1366 ?x4
Q1150087 ?x1 Q820031 P276 ?x4
Q2655499 ?x1 Q39715 P131 ?x4
Q8237265 ?x1 Q5 P69 ?x4
Q373968 ?x1 Q106291 P1686 ?x4
Q193703 ?x1 Q17290934 P248 ?x4
Q9201764 ?x1 Q57719 P131 ?x4
Q7330195 ?x1 Q15987216 P248 ?x4
Q313917 ?x1 Q33959 P17 ?x4
Q18048388 ?x1 Q18296826 P703 ?x4
Q888937 ?x1 Q3112728 P1366 ?x4
Q20355229 ?x1 Q4259259 P518 ?x4
Q4074404 ?x1 Q1435 P17 ?x4
Q17342861 ?x1 Q4259259 P518 ?x4
Q2895972 ?x1 Q20736121 P1366 ?x4
Q18034603 ?x1 Q18270174 P703 ?x4
Q354150 ?x1 Q15679 P17 ?x4
Q4660554 ?x1 Q2642928 P156 ?x4
Q6365666 ?x1 Q16556694 P768 ?x4
Q18045939 ?x1 Q18298469 P703 ?x4
