?x0 P19 Q105215 P17 Q34266
?x0 P69 Q131252 P512 Q752297
?x0 P1750 Q2303 P17 Q20
?x0 P171 Q132159 P678 Q36602
?x0 P171 Q387893 P678 Q5867051
?x0 P179 Q632179 P156 Q3468893
?x0 P360 Q5 P69 Q981195
?x0 P197 Q1549556 P81 Q961290
?x0 P816 Q2646578 P817 Q14646001
?x0 P19 Q1899 P17 Q15180
?x0 P39 Q1055894 P1366 Q3009736
?x0 P39 Q20058666 P768 Q220
?x0 P1343 Q15987216 P248 Q19109330
?x0 P39 Q6627774 P1366 Q6271017
?x0 P20 Q900 P17 Q159
?x0 P166 Q280481 P1706 Q19848
?x0 P360 Q62447 P31 Q502074
?x0 P1411 Q900424 P1686 Q1405315
?x0 P530 Q79 P805 Q5029566
?x0 P684 Q18028557 P703 Q5
?x0 P39 Q13561063 P1365 Q310592
?x0 P684 Q18254067 P703 Q83310
?x0 P39 Q16707842 P1365 Q6834620
?x0 P39 Q2390270 P1365 Q1820470
?x0 P684 Q18050695 P703 Q5
?x0 P39 Q20602711 P1365 Q20738677
?x0 P19 Q157835 P17 Q15180
?x0 P461 Q8049201 P1013 Q21012909
?x0 P1343 Q15987216 P248 Q19024260
?x0 P39 Q21402692 P1365 Q16584756
?x0 P684 Q14911536 P703 Q5
?x0 P197 Q2133784 P81 Q11757275
?x0 P684 Q18253049 P703 Q83310
?x0 P1343 Q19180675 P248 Q20656475
?x0 P684 Q18258280 P703 Q83310
?x0 P17 Q1019 P531 Q1883121
?x0 P69 Q371625 P812 Q735
?x0 P19 Q157835 P131 Q133356
?x0 P684 Q18038595 P703 Q5
?x0 P31 Q577 P361 Q950135
?x0 P360 Q5 P39 Q17599276
?x0 P19 Q134093 P17 Q17
?x0 P289 Q2037933 P794 Q2095057
?x0 P609 Q513445 P560 Q684
?x0 P161 Q656035 P453 Q178776
?x0 P31 Q17362920 P460 Q2196225
?x0 P9 Q16603480 P1039 Q19595228
?x0 P1441 Q308035 P794 Q215972
?x0 P31 Q1040689 P642 Q248530
?x0 P166 Q266012 P156 Q662029
?x0 P793 Q201676 P276 Q3584573
?x0 P121 Q277491 P366 Q1445518
?x0 P360 Q5 P20 Q132043
?x0 P684 Q18027041 P703 Q5
?x0 P1343 Q15987216 P248 Q19046107
?x0 P816 Q18883203 P817 Q1357356
?x0 P39 Q18912794 P1365 Q8012732
?x0 P97 Q21916441 P156 Q1965530
?x0 P1344 Q18577468 P793 Q18595374
?x0 P1411 Q106301 P805 Q1065291
?x0 P197 Q1986388 P81 Q2183200
?x0 P816 Q18845329 P817 Q1357356
?x0 P19 Q5196 P17 Q15180
?x0 P39 Q371909 P642 Q3139
?x0 P360 Q11424 P915 Q854
?x0 P39 Q3044918 P642 Q12717
?x0 P360 Q5 P27 Q43
?x0 P39 Q19185575 P1365 Q468538
?x0 P39 Q13426709 P642 Q84
?x0 P684 Q18262389 P703 Q83310
?x0 P559 Q3493838 P81 Q6305051
?x0 P1344 Q19118602 P276 Q1043492
?x0 P180 Q200539 P462 Q23445
?x0 P161 Q551354 P453 Q252900
?x0 P816 Q18845166 P817 Q1357356
?x0 P197 Q5485329 P81 Q2193330
?x0 P161 Q360663 P453 Q2537674
?x0 P559 Q15120837 P560 Q659
?x0 P186 Q4259259 P518 Q861259
?x0 P684 Q18035392 P703 Q5
?x0 P39 Q19185575 P1366 Q457072
?x0 P1343 Q15987216 P248 Q19031061
?x0 P684 Q18047259 P703 Q5
?x0 P39 Q30185 P642 Q13010
?x0 P1029 Q535280 P518 Q844947
?x0 P166 Q17403163 P1027 Q309350
?x0 P816 Q1770822 P817 Q109910
?x0 P108 Q6840885 P39 Q484876
?x0 P684 Q18318999 P703 Q83310
?x0 P197 Q3206689 P560 Q3209200
?x0 P197 Q491159 P560 Q488985
?x0 P461 Q8068019 P1013 Q21012909
?x0 P793 Q604733 P276 Q1510517
?x0 P684 Q18052526 P703 Q5
?x0 P39 Q19226277 P1365 Q3439940
?x0 P1343 Q15987216 P248 Q19093382
?x0 P684 Q17707208 P703 Q5
?x0 P1411 Q106291 P805 Q16773560
?x0 P725 Q3856870 P179 Q3729306
?x0 P161 Q54314 P453 Q717588
?x0 P1343 Q15987216 P248 Q19076429
?x0 P197 Q1811800 P560 Q2381698
?x0 P39 Q16556694 P768 Q3763879
?x0 P186 Q287 P518 Q861259
?x0 P1346 Q984528 P642 Q20882765
?x0 P1344 Q670933 P361 Q21015538
?x0 P39 Q3297079 P1366 Q300349
?x0 P108 Q752663 P39 Q1622272
?x0 P684 Q18298469 P703 Q83310
?x0 P816 Q18845167 P817 Q902157
?x0 P19 Q1899 P131 Q133356
?x0 P108 Q752663 P794 Q875424
?x0 P793 Q34581 P21 Q6581072
?x0 P39 Q488523 P1366 Q206
?x0 P161 Q296283 P453 Q21934612
?x0 P1343 Q15987216 P248 Q19091435
?x0 P31 Q930933 P642 Q1020994
?x0 P684 Q18253359 P703 Q83310
?x0 P161 Q84563 P453 Q20826316
?x0 P81 Q11258424 P137 Q499071
?x0 P793 Q209715 P1001 Q42585
?x0 P684 Q14912067 P703 Q5
