BEGIN: 2016-04-26 09:59:33 -0300
osgprop,01000,0,4.458727575,44,200
osgprop,01000,1,18.703321627,2887,200
osgprop,01000,2,134.213342146,,timeout
osgprop,01000,3,120.062479519,,timeout
osgprop,01000,4,120.120640261,,timeout
osgprop,01000,5,120.064311644,,timeout
osgprop,01000,6,120.063225813,,timeout
osgprop,01000,7,120.064311371,,timeout
osgprop,01000,8,120.118602418,,timeout
osgprop,01000,9,120.118791159,,timeout
osgprop,01000,10,120.063161037,,timeout
osgprop,01000,11,120.12225245,,timeout
END: 2016-04-26 10:20:11 -0300
